Strict	SPARK	Signif	GeneID	HGNC	CytoBand	ExACpLI	gnomADpLI	LoFOvsE	LOEUF	LOEUFbin	SynOvsE	sHet	Frisk	FriskRank	forecASD	SFARICategory	SFARIScore	SFARIScore201908	DDDCategory	DDDAllelic	DDDMutCons	DDDOrgan
x	.	.	ENSG00000138160	KIF11	10q23.33	1.0000e+00	1.0000e+00	3.8378e-02	1.2100e-01	0	9.4133e-01	0.168441672164469	0.140840761550916	10004	0.05	.	.	.	confirmed	monoallelic	loss of function	Brain/Cognition,Eye,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000185236	RAB11B	19p13.2	6.6436e-01	4.4420e-01	2.0411e-01	6.4300e-01	3	1.0278e+00	0.079420204040065	0.352661994887151	3285	0.174	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
.	.	.	ENSG00000051180	RAD51	15q15.1	9.9042e-01	2.6578e-02	3.2635e-01	6.4400e-01	3	1.0990e+00	0.254278194736598	0.0663737095744487	14861	0.016	.	.	.	possible	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000110367	DDX6	11q23.3	9.9899e-01	9.9964e-01	3.6784e-02	1.7400e-01	0	9.6775e-01	0.334332698905527	0.721649164273232	438	0.46	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
.	.	.	ENSG00000169118	CSNK1G1	15q22.31	9.9972e-01	9.9911e-01	6.8633e-02	2.1600e-01	0	9.6864e-01	0.367226765190545	0.32235572531959	3853	0.432	.	.	.	possible	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000101997	CCDC22	Xp11.23	9.9520e-01	9.9979e-01	0.0000e+00	1.2300e-01	0	1.0108e+00	.	0.13629853014957	10234	0.26133909287257	.	.	.	probable	hemizygous	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000072506	HSD17B10	Xp11.22	8.8687e-01	9.3604e-01	0.0000e+00	3.4200e-01	1	9.1753e-01	0.173117526059667	0.0891411590226511	13287	0.022	.	.	.	confirmed	hemizygous	all missense/in frame|loss of function	Endocrine/Metabolic,Brain/Cognition
x	.	.	ENSG00000102172	SMS	Xp22.11	9.2146e-01	9.7297e-01	6.4342e-02	3.0500e-01	1	1.0478e+00	0.105690312627631	0.406135358268362	2575	0.188	.	.	.	probable	hemizygous	loss of function	Face,Skeleton,Brain/Cognition
x	x	.	ENSG00000198689	SLC9A6	Xq26.3	9.7567e-01	9.9833e-01	4.3371e-02	2.0600e-01	0	9.5542e-01	0.331744020718522	0.719185383741167	449	0.544	Rare Single Gene Mutation, Syndromic, Functional	1	.	confirmed	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000189369	GSPT2	Xp11.22	9.0475e-01	9.8321e-01	0.0000e+00	2.4000e-01	0	9.1632e-01	0.199535234234219	0.478457861065856	1827	0.25	.	.	.	probable	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000164754	RAD21	8q24.11	9.9954e-01	9.9701e-01	9.8977e-02	2.5600e-01	0	1.0314e+00	.	0.722193616404202	436	0.552	Syndromic	S	S	confirmed	monoallelic	loss of function	Face,Skeleton,Brain/Cognition
x	.	.	ENSG00000141837	CACNA1A	19p13.13	1.0000e+00	1.0000e+00	7.6690e-02	1.3400e-01	0	1.0134e+00	0.172655086406831	0.805143426289878	138	0.684	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000185760	KCNQ5	6q13	9.9954e-01	9.8011e-01	1.6932e-01	3.0600e-01	1	1.1668e+00	0.0347622421077665	0.117428079025951	11274	0.444	.	.	.	probable|possible	monoallelic	loss of function|activating	Brain/Cognition|
x	.	.	ENSG00000161681	SHANK1	19q13.33	1.0000e+00	1.0000e+00	9.7941e-02	1.8400e-01	0	1.0331e+00	0.214795084155208	0.126074630134683	10771	0.526	Rare Single Gene Mutation, Genetic Association	2	3	probable	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000047056	WDR37	10p15.3	9.9677e-01	5.6642e-01	2.0890e-01	4.1200e-01	1	1.0115e+00	0.154948002203519	0.317441231263778	3959	0.216	.	.	.	confirmed	monoallelic	all missense/in frame	Eye,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000101871	MID1	Xp22	5.0072e-01	9.7967e-01	9.6476e-02	3.0400e-01	1	1.0218e+00	0.0243455920866268	0.30457837472759	4214	0.268	.	.	.	confirmed	hemizygous	loss of function	Face,Brain/Cognition
x	.	.	ENSG00000131398	KCNC3	19q13.33	8.5094e-01	2.0575e-01	2.5670e-01	5.8700e-01	3	1.0259e+00	0.215088050744438	0.125277104423465	10807	0.456	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
x	x	.	ENSG00000120733	KDM3B	5q31.2	1.0000e+00	1.0000e+00	1.2543e-02	6.0000e-02	0	9.8375e-01	0.598649547837821	0.38143373256918	2854	0.584	.	.	.	probable	monoallelic	loss of function	Skeleton,Face,Brain/Cognition|Brain/Cognition
x	.	.	ENSG00000184634	MED12	Xq13.1	1.0000e+00	1.0000e+00	2.2555e-02	7.1000e-02	0	9.1450e-01	0.58394106302264	0.18053329414607	8271	0.702	.	.	6	confirmed	hemizygous	uncertain	Skeleton,Brain/Cognition,GI tract,Genitalia
x	.	.	ENSG00000125845	BMP2	20p12.3	9.3809e-01	9.8799e-01	0.0000e+00	2.2400e-01	0	1.0639e+00	0.319129291599201	0.150598351574551	9545	0.117521367521368	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000172943	PHF8	Xp11.22	9.9824e-01	9.9785e-01	1.2496e-01	2.6300e-01	0	9.5816e-01	0.119996960491644	0.276587286007826	4929	0.728	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000068366	ACSL4	Xq23	9.9577e-01	9.8103e-01	1.1844e-01	3.0600e-01	1	9.9074e-01	0.341608874506158	0.635130332635222	810	0.288	.	.	.	probable	hemizygous	loss of function	Face,Brain/Cognition
.	x	.	ENSG00000021645	NRXN3	14q24.3-q31.1	9.9986e-01	1.0000e+00	2.3512e-02	1.1200e-01	0	9.5494e-01	0.209932911854125	0.911410464192618	1	0.73	Rare Single Gene Mutation, Genetic Association	1	3	possible	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000170836	PPM1D	17q23.3	1.1680e-03	2.2321e-11	7.5444e-01	1.0960e+00	6	8.5897e-01	0.0154639904328064	0.28505694314024	4684	0.922	Rare Single Gene Mutation, Syndromic	3S	4S	confirmed	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000147099	HDAC8	Xq13.1	9.2271e-01	9.7707e-01	6.2526e-02	2.9700e-01	1	9.4294e-01	0.10004152267378	0.331696158217128	3673	0.292	Syndromic	S	S	confirmed	hemizygous|x-linked dominant	loss of function	Skeleton,Brain/Cognition
x	.	.	ENSG00000165588	OTX2	14q22.3	7.4460e-01	9.2344e-01	7.9234e-02	3.7600e-01	1	1.0159e+00	0.0317411165535733	0.211427910451644	7066	0.246	.	.	.	confirmed	monoallelic	loss of function	Endocrine/Metabolic,Brain/Cognition,Eye
x	.	.	ENSG00000130741	EIF2S3	Xp22.11	9.1632e-01	9.6388e-01	6.7832e-02	3.2200e-01	1	1.0210e+00	0.0330007140593143	0.398640369475092	2659	0.268	.	.	.	probable	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000077264	PAK3	Xq23	9.8700e-01	9.8716e-01	9.0990e-02	2.8600e-01	1	9.5268e-01	0.144835217670856	0.748771104081965	334	0.358	.	.	.	confirmed	hemizygous	activating|loss of function	Brain/Cognition
x	.	.	ENSG00000102125	TAZ	Xq28	9.6653e-01	7.2591e-01	1.5410e-01	4.8500e-01	2	8.2973e-01	0.184497776431193	0.187336304061745	8004	.	.	.	.	confirmed	hemizygous	loss of function	Endocrine/Metabolic,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000007168	PAFAH1B1	17p13.3	9.9963e-01	9.9995e-01	0.0000e+00	1.0700e-01	0	8.6812e-01	0.366257238994585	0.802829659938417	148	0.238	.	.	5	confirmed	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000077279	DCX	Xq23	8.6320e-01	3.0420e-01	2.3847e-01	6.1600e-01	3	7.8018e-01	0.100238838624961	0.505436025706971	1595	0.65	.	.	6	confirmed	x-linked dominant|hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000165195	PIGA	Xp22.2	9.1679e-01	9.6072e-01	0.0000e+00	2.9600e-01	1	7.5185e-01	0.181965770216293	0.117070048331882	11302	0.012	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000167548	KMT2D	12q13.12	1.0000e+00	1.0000e+00	6.6852e-02	1.0300e-01	0	1.0504e+00	0.0995443364548041	0.19346755579733	7744	0.532	.	.	.	confirmed	monoallelic	loss of function	Kidney Renal Tract,Face,Skeleton,Brain/Cognition
x	.	.	ENSG00000110436	SLC1A2	11p13	9.0779e-01	7.1036e-01	1.8530e-01	4.2400e-01	2	1.0319e+00	0.12219568633819	0.687296857747222	591	0.222	.	.	.	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000132153	DHX30	3p21.31	1.0000e+00	1.0000e+00	3.6387e-02	1.1500e-01	0	1.0988e+00	0.48416588522331	0.2998045219202	4313	0.442	.	.	S	probable	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000008441	NFIX	19p13.13	9.8907e-01	9.9903e-01	0.0000e+00	1.4900e-01	0	8.8792e-01	0.230738829661978	0.219732793895601	6776	0.558	.	.	.	confirmed	monoallelic	loss of function	Skeleton,Brain/Cognition,Respiratory tract
x	.	.	ENSG00000105647	PIK3R2	19p13.11	9.3963e-01	1.6273e-02	2.8838e-01	4.8900e-01	2	9.2619e-01	0.0662544203385104	0.228347176955437	6451	0.726	.	.	.	confirmed	monoallelic	activating	Brain/Cognition
x	.	.	ENSG00000129654	FOXJ1	17q25.1	8.2687e-01	9.6901e-01	0.0000e+00	2.7800e-01	1	8.7007e-01	.	0.1110325133451	11739	0.046	.	.	.	probable	monoallelic	loss of function	Lungs,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000126012	KDM5C	Xp11.22	9.9784e-01	1.0000e+00	7.2601e-02	1.6600e-01	0	1.0459e+00	0.0533963847249097	0.606721509041861	959	0.592	Rare Single Gene Mutation, Syndromic, Functional	2	3	confirmed	hemizygous	loss of function	Face,Brain/Cognition
x	.	.	ENSG00000049768	FOXP3	Xp11.23	9.4872e-01	9.9424e-01	0.0000e+00	1.9500e-01	0	8.2116e-01	0.184814844920696	0.0618390774883617	15539	0.008	.	.	.	confirmed	hemizygous	loss of function	Bone Marrow/Immune,Endocrine/Metabolic,Brain/Cognition
x	.	.	ENSG00000072364	AFF4	5q31.1	1.0000e+00	1.0000e+00	5.3282e-02	1.3800e-01	0	8.9527e-01	0.284097284474834	0.487354636072851	1753	0.586	.	.	6	confirmed	monoallelic	activating	Brain/Cognition
x	.	.	ENSG00000171385	KCND3	1p13.2	8.0375e-01	9.8972e-01	8.8568e-02	2.7900e-01	1	9.4947e-01	0.0675236124099315	0.0653615332855734	14937	0.586	Rare Single Gene Mutation, Syndromic, Genetic Association	3	4	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000156709	AIFM1	Xq26.1	9.8463e-01	9.9795e-01	7.4313e-02	2.3400e-01	0	9.2496e-01	0.102330699006284	0.309335167027013	4120	0.134	.	.	.	probable	hemizygous	all missense/in frame	Endocrine/Metabolic,Brain/Cognition
x	.	.	ENSG00000198947	DMD	Xp21.2-p21.1	1.0000e+00	1.0000e+00	1.0275e-01	1.5400e-01	0	1.2002e+00	0.0298757876269946	0.56178219058468	1227	0.374	.	.	.	confirmed	hemizygous	loss of function	Musculature,Brain/Cognition
x	.	.	ENSG00000163399	ATP1A1	1p13.1	9.9999e-01	1.0000e+00	3.8449e-02	1.2100e-01	0	1.1189e+00	0.262160238331475	0.297282719468758	4374	0.844	Rare Single Gene Mutation, Syndromic	3S	4S	probable	monoallelic	all missense/in frame	Endocrine/Metabolic,Brain/Cognition
.	x	.	ENSG00000121297	TSHZ3	19q12	4.2565e-01	9.9053e-01	1.1024e-01	2.8500e-01	1	1.0713e+00	0.0543879957220362	0.239847384044944	6089	0.114	Rare Single Gene Mutation, Functional	1	4	.	.	.	.
x	.	.	ENSG00000118007	STAG1	3q22.3	1.0000e+00	1.0000e+00	5.2126e-02	1.1900e-01	0	1.0763e+00	0.161332746330816	0.223863983399802	6628	0.686	.	.	.	confirmed	monoallelic	loss of function	Face,Brain/Cognition
x	.	.	ENSG00000117713	ARID1A	1p36.11	1.0000e+00	1.0000e+00	2.2463e-02	7.1000e-02	0	1.0756e+00	0.383180602924217	0.695192893957697	560	0.624	.	.	.	confirmed	monoallelic	loss of function	Skin,Skeleton,Brain/Cognition
x	.	.	ENSG00000036473	OTC	Xp11.4	9.8102e-01	8.7295e-01	1.2883e-01	4.0600e-01	1	9.6605e-01	0.216320718369106	.	.	0.008	.	.	.	confirmed	hemizygous	loss of function	Endocrine/Metabolic,Brain/Cognition
.	.	.	ENSG00000198752	CDC42BPB	14q32.32	1.0000e+00	1.0000e+00	6.0953e-02	1.2000e-01	0	1.0344e+00	0.403423060246141	0.796879493090344	166	0.858	Rare Single Gene Mutation	2	3	possible	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000033627	ATP6V0A1	17q21.2	9.9725e-01	9.9797e-01	1.4291e-01	2.6800e-01	1	9.0025e-01	0.0566766217765493	0.674659412905474	653	0.234	.	.	.	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000102144	PGK1	Xq21.1	9.7114e-01	7.6537e-01	1.4777e-01	4.6500e-01	2	9.9506e-01	0.197938434237456	0.525307464575461	1468	0.0688172043010753	.	.	.	confirmed	hemizygous	loss of function	Bone Marrow/Immune,Musculature,Endocrine/Metabolic,Brain/Cognition
x	.	.	ENSG00000082458	DLG3	Xq13.1	9.9954e-01	9.9999e-01	0.0000e+00	9.0000e-02	0	9.2352e-01	0.347708619417413	0.530432238161585	1435	0.68	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition
.	.	.	ENSG00000109339	MAPK10	4q21.3	8.3415e-01	2.7553e-01	2.3601e-01	4.6600e-01	2	9.7040e-01	0.0324486537926158	0.559439056357108	1240	0.338	.	.	.	possible	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000115306	SPTBN1	2p16.2	1.0000e+00	1.0000e+00	4.1887e-02	8.8000e-02	0	1.1837e+00	0.174389337962869	0.75263095300591	321	0.53	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000165288	BRWD3	Xq21.1	1.0000e+00	1.0000e+00	2.6535e-02	8.4000e-02	0	1.0767e+00	0.541479417316022	0.358892435109894	3184	0.358	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000101972	STAG2	Xq25	1.0000e+00	1.0000e+00	1.8923e-02	9.0000e-02	0	1.0396e+00	0.478977779877991	0.185377099317638	8077	0.684	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition,Ear
x	.	.	ENSG00000077092	RARB	3p24.2	9.9932e-01	9.9983e-01	0.0000e+00	1.2000e-01	0	1.2412e+00	0.361763077348272	0.151872582610496	9490	0.388	.	.	.	confirmed	biallelic|monoallelic	loss of function|gain of function	Brain/Cognition,Eye,Respiratory tract|Respiratory tract,Brain/Cognition,Eye
.	.	.	ENSG00000174010	KLHL15	Xp22.11	9.5440e-01	9.9422e-01	0.0000e+00	1.9500e-01	0	1.0135e+00	0.218419435606922	0.217390929746496	6853	0.254	.	.	.	possible	hemizygous	loss of function	
x	.	.	ENSG00000108175	ZMIZ1	10q22.3	9.9974e-01	9.9937e-01	1.3435e-01	2.5200e-01	0	1.0500e+00	0.103838408040976	0.673762291700936	655	0.68	.	.	.	probable	monoallelic	loss of function	Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000101868	POLA1	Xp22.11-p21.3	1.0000e+00	1.0000e+00	0.0000e+00	5.1000e-02	0	1.0852e+00	0.292199132614894	0.259118804028414	5451	0.056	.	.	.	confirmed	hemizygous	loss of function	Endocrine,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000198910	L1CAM	Xq28	9.9998e-01	1.0000e+00	4.0841e-02	1.2900e-01	0	1.0537e+00	0.250283797389868	0.708540896942831	497	0.944	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000171456	ASXL1	20q11.21	1.3737e-18	1.2511e-14	5.8868e-01	7.9400e-01	4	1.0287e+00	0.00610563625182481	0.391556911246689	2736	0.432	.	.	.	confirmed	monoallelic	loss of function	Face,Brain/Cognition
.	.	.	ENSG00000187391	MAGI2	7q21.11	8.8317e-01	9.9943e-01	1.4700e-01	2.5700e-01	0	9.8119e-01	0.0406414900525639	0.553400648489671	1273	0.68	.	.	.	possible	monoallelic	loss of function	Brain/Cognition
.	x	.	ENSG00000114062	UBE3A	15q11.2	9.9958e-01	9.9980e-01	7.9870e-02	2.0600e-01	0	9.4937e-01	0.125019094876557	0.610781701069983	928	0.586	Rare Single Gene Mutation, Syndromic, Genetic Association	1	3S	confirmed	imprinted	loss of function	Face,Brain/Cognition
x	x	.	ENSG00000155966	AFF2	Xq28	9.9876e-01	9.9577e-01	1.3090e-01	2.7500e-01	1	1.0979e+00	0.127140110793026	0.415494882004466	2484	0.448	Rare Single Gene Mutation, Syndromic	1	4	confirmed	hemizygous	loss of function	Brain/Cognition
.	.	.	ENSG00000146938	NLGN4X	Xp22.32-p22.31	9.3230e-01	9.9267e-01	5.2401e-02	2.4900e-01	0	1.1486e+00	0.120834529338836	0.858845055628296	35	0.682	Rare Single Gene Mutation, Genetic Association	2	3	possible	hemizygous	loss of function	Brain/Cognition
.	.	.	ENSG00000198838	RYR3	15q13.3-q14	1.0000e+00	7.0566e-01	2.2328e-01	2.7900e-01	1	1.0789e+00	0.0180847626785918	0.35968190838789	3170	0.564	.	.	.	possible	monoallelic	loss of function	Brain/Cognition
x	x	.	ENSG00000172915	NBEA	13q13.3	1.0000e+00	1.0000e+00	3.5174e-02	7.4000e-02	0	9.8071e-01	0.343984913963457	0.861015763037041	33	0.884	Rare Single Gene Mutation, Syndromic, Functional	1	4S	probable	monoallelic	loss of function	Brain/Cognition
.	.	.	ENSG00000196976	LAGE3	Xq28	2.2738e-01	1.2721e-01	5.9501e-01	1.8060e+00	9	8.4810e-01	0.0386794506599574	0.206932487110884	7231	0.042	.	.	.	possible	hemizygous	all missense/in frame	Kidney Renal Tract,Brain/Cognition
x	.	.	ENSG00000171735	CAMTA1	1p36.31-p36.23	1.0000e+00	1.0000e+00	9.1344e-02	1.7200e-01	0	9.5666e-01	0.338201618012105	0.563268234982607	1215	0.596	.	.	5	probable	monoallelic	loss of function	Brain/Cognition
x	x	.	ENSG00000004848	ARX	Xp21.3	7.5307e-01	9.0814e-01	0.0000e+00	3.8900e-01	1	1.0986e+00	.	0.166022727771451	8887	0.304	Rare Single Gene Mutation, Syndromic	1	.	confirmed	hemizygous	loss of function|uncertain	Brain/Cognition,Genitalia
.	.	.	ENSG00000204560	DHX16	6p21.33	2.0111e-07	1.5996e-12	4.7244e-01	6.3800e-01	3	8.7944e-01	0.00995903705298031	.	.	0.0835117773019272	.	.	.	possible	monoallelic	uncertain	Peripheral nerves,Brain/Cognition
x	.	.	ENSG00000165240	ATP7A	Xq21.1	9.9963e-01	9.9983e-01	9.4246e-02	2.1600e-01	0	8.1872e-01	0.142160926929397	0.352781356595075	3284	0.056	.	.	.	confirmed	hemizygous	loss of function|all missense/in frame	Skin,Skeleton,Endocrine/Metabolic,Brain/Cognition
.	.	.	ENSG00000141027	NCOR1	17p12-p11.2	1.0000e+00	1.0000e+00	1.1365e-01	1.7500e-01	0	9.7510e-01	0.0159373643572527	0.770788185315278	254	0.65	Rare Single Gene Mutation, Functional	2	2	possible	monoallelic	loss of function	Skeleton,Brain/Cognition
x	.	.	ENSG00000187555	USP7	16p13.2	1.0000e+00	1.0000e+00	1.2958e-02	6.1000e-02	0	1.2042e+00	0.371405320530595	0.870400548387529	18	0.430769230769231	Rare Single Gene Mutation, Syndromic	2S	2S	probable	monoallelic	loss of function	
x	.	.	ENSG00000100150	DEPDC5	22q12.2-q12.3	1.0000e+00	1.1650e-01	2.3539e-01	3.3100e-01	1	9.4386e-01	0.110395114310348	0.179100533763426	8322	0.252	.	.	.	confirmed	monoallelic	loss of function	Brain/Cognition
.	.	.	ENSG00000090889	KIF4A	Xq13.1	9.9997e-01	9.9998e-01	9.5177e-02	2.0000e-01	0	9.2601e-01	0.0893468361772915	0.12473781050245	10835	0.052	.	.	.	possible	hemizygous	loss of function	Brain/Cognition
x	x	.	ENSG00000126934	MAP2K2	19p13.3	8.6326e-01	9.6673e-01	1.0321e-01	3.2500e-01	1	1.0527e+00	0.0443733574652057	0.19083379805309	7856	0.1	.	.	.	confirmed	monoallelic	activating	Skin,Skeleton,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000131828	PDHA1	Xp22.12	9.9209e-01	9.8842e-01	5.6023e-02	2.6600e-01	0	8.3808e-01	0.114129508236424	0.404413318693768	2598	0.006	.	.	.	confirmed	hemizygous|x-linked dominant	all missense/in frame|loss of function	Endocrine/Metabolic,Brain/Cognition
x	.	.	ENSG00000133884	DPF2	11q13.1	9.9979e-01	9.9985e-01	3.3975e-02	1.6100e-01	0	1.0321e+00	0.380719492210327	0.24943334165176	5755	0.172	.	.	.	probable	monoallelic	dominant negative	Skeleton,Hair/Nails,Brain/Cognition
.	.	.	ENSG00000168955	TM4SF20	2q36.3	2.1881e-06	1.8620e-04	8.6089e-01	1.6340e+00	8	9.4232e-01	0.00359979758825366	.	.	0.036	.	.	.	possible	monoallelic	loss of function	Brain/Cognition
.	x	.	ENSG00000123636	BAZ2B	2q24.2	9.9992e-01	9.8162e-01	2.0148e-01	2.8800e-01	1	9.7742e-01	0.0667574485388652	.	.	0.905908096280088	Rare Single Gene Mutation	1	2	.	.	.	.
x	.	.	ENSG00000130826	DKC1	Xq28	9.9890e-01	9.9916e-01	4.0178e-02	1.9100e-01	0	1.0848e+00	0.328683959264689	0.242003267630407	6020	0.168	.	.	.	confirmed	hemizygous	loss of function	Bone Marrow/Immune,Skin,Endocrine/Metabolic|Bone Marrow/Immune,Skeleton,Brain/Cognition
.	.	.	ENSG00000167104	BPIFB6	20q11.21	1.2013e-11	2.8058e-13	8.8030e-01	1.2680e+00	7	1.0123e+00	0.00533866217802053	.	.	0.022	.	.	.	possible	monoallelic	uncertain	Brain/Cognition
.	.	.	ENSG00000066084	DIP2B	12q13.12	9.9967e-01	9.9924e-01	1.7526e-01	2.6600e-01	0	9.6718e-01	0.0496381560615413	0.522255319771258	1487	0.66	.	.	.	possible	monoallelic	cis-regulatory or promotor mutation	Brain/Cognition
.	.	.	ENSG00000140015	KCNH5	14q23.2	7.6905e-01	1.9692e-02	2.7264e-01	4.4200e-01	2	9.7170e-01	0.0370345698546948	0.104214293494198	12222	0.596	.	.	.	possible	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000105464	GRIN2D	19q13.33	9.9865e-01	9.9996e-01	5.2927e-02	1.6700e-01	0	8.3939e-01	0.226886112414234	0.38215682905802	2851	0.746	.	.	.	probable	monoallelic	activating	Brain/Cognition
.	.	.	ENSG00000112335	SNX3	6q21	4.6634e-01	2.4928e-01	2.6607e-01	8.3700e-01	4	1.2404e+00	0.0273035415993498	0.357276696751536	3204	0.024	.	.	.	possible	monoallelic	loss of function	Face,Brain/Cognition,Eye
x	.	.	ENSG00000172534	HCFC1	Xq28	1.0000e+00	1.0000e+00	0.0000e+00	6.0000e-02	0	1.1284e+00	0.433173238753737	0.508902980282208	1569	0.642	.	.	.	confirmed	hemizygous	5_prime or 3_prime UTR mutation|loss of function	Brain/Cognition
x	.	.	ENSG00000099956	SMARCB1	22q11.23	9.9681e-01	9.9710e-01	4.6352e-02	2.2000e-01	0	1.0453e+00	0.250607684316282	0.3569058118536	3210	0.234	.	.	.	confirmed	monoallelic	loss of function|all missense/in frame	Musculature,Skeleton,Brain/Cognition,Cancer predisposition
.	.	.	ENSG00000102349	KLF8	Xp11.21	2.7862e-02	2.2471e-03	6.2735e-01	1.3130e+00	7	1.0433e+00	0.0157846684188485	0.101986873435106	12393	0.316	.	.	.	possible	x-linked dominant	loss of function	Brain/Cognition
x	.	.	ENSG00000010404	IDS	Xq28	9.7926e-01	9.9640e-01	0.0000e+00	1.8000e-01	0	1.0276e+00	0.19071035251754	0.838946661083474	60	0.276	.	.	.	confirmed	hemizygous	loss of function	Skeleton,Endocrine/Metabolic,Brain/Cognition,GI tract
.	.	.	ENSG00000153201	RANBP2	2q13	1.0000e+00	1.0000e+00	8.5586e-02	1.4200e-01	0	1.1159e+00	0.198035779986668	0.370567746447918	3002	0.656	.	.	.	possible	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000112541	PDE10A	6q27	9.9849e-01	9.9986e-01	9.3091e-02	2.1300e-01	0	9.7410e-01	0.0939744172142173	0.262229657170381	5352	0.304	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000082996	RNF13	3q25.1	1.9855e-03	4.0292e-04	4.9919e-01	9.0100e-01	4	1.0937e+00	0.0178329556492434	0.263198578509216	5321	0.132	.	.	.	probable	monoallelic	activating	Brain/Cognition
x	.	.	ENSG00000177301	KCNA2	1p13.3	8.8417e-01	9.1067e-01	1.2064e-01	3.8000e-01	1	1.0043e+00	0.111262255477572	0.125549813983026	10794	0.456	.	.	.	confirmed	monoallelic	loss of function|activating	Brain/Cognition
x	.	.	ENSG00000117394	SLC2A1	1p34.2	9.3981e-01	9.9410e-01	5.0848e-02	2.4100e-01	0	9.8683e-01	0.104554789938478	0.242122518081096	6017	0.012	.	.	.	confirmed	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000131269	ABCB7	Xq13.3	9.9505e-01	9.9994e-01	0.0000e+00	1.0900e-01	0	1.0120e+00	.	0.219590055371046	6781	0.244	.	.	.	confirmed	hemizygous	all missense/in frame	Bone Marrow/Immune,Brain/Cognition
x	.	.	ENSG00000128917	DLL4	15q15.1	9.8286e-01	9.9982e-01	5.9792e-02	1.8800e-01	0	9.3802e-01	0.18344937781167	0.0730425328258203	14323	0.1	.	.	.	confirmed	monoallelic	loss of function	
x	.	.	ENSG00000160716	CHRNB2	1q21.3	7.2025e-01	7.2964e-04	4.5561e-01	8.2200e-01	4	1.0207e+00	0.108195456164008	0.181923963166782	8221	0.454	.	.	.	probable	monoallelic	activating	Brain/Cognition
.	.	.	ENSG00000178665	ZNF713	7p11.2	1.1152e-03	4.3462e-06	6.2945e-01	1.0420e+00	5	8.2398e-01	0.00457745921666988	0.171635339576607	8643	0.03	Rare Single Gene Mutation	3	4	possible	monoallelic	5_prime or 3_prime UTR mutation	Brain/Cognition
x	.	.	ENSG00000153283	CD96	3q13.13-q13.2	1.0032e-05	1.3920e-11	6.7945e-01	9.7000e-01	5	1.1464e+00	.	.	.	0.206	.	.	.	probable	monoallelic	loss of function	Skeleton,Brain/Cognition
x	.	.	ENSG00000106976	DNM1	9q34.11	9.9986e-01	9.9917e-01	1.2772e-01	2.5200e-01	0	8.5277e-01	0.103294236600997	0.55322634989373	1275	0.512765957446809	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
