Curated	Known	Ascertainment	GeneID	HGNC	EntrezID	CytoBand	ExACpLI	LOEUFbin	Arisk	ForecASD	ASDdnSignif	ASDNDDdnSignif	SFARICategory	SFARIScore	DDDCategory	DDDAllelic	DDDMutCons	DDDOrgan	dnLoFCase	dnLoFMegaCase	dnDmisCase	dnLoFControl	dnDmisControl	pAllEnrichMeta	pMisCombMeta	pDenovoWESTMeta	Filter	Par	Trans	NonTrans	TransUnaff	NonTransUnaff	TDTStat	pTDT	AllCase	AllCaseRate	NRCase	NRCaseRate	NREuroCase	NREuroCaseRate	NRControl	NRControlRate	NREuroControl	NREuroControlRate	pPCC	FullCase	FullCaseInherit	FullCaseRate	UnrelCase	UnrelCaseInherit	UnrelCaseRate	gnomADexome	gnomADexomeRate	gnomADexomepCC	gnomADexomepTDTCC	gnomADexomepTDTCCdnWEST	gnomADexomepMegaCC	gnomADexomeNonNeuro	gnomADexomeNonNeuroRate	gnomADexomeNonNeuropCC	gnomADexomeNonNeuropTDTCC	gnomADexomeNonNeuropTDTCCdnWEST	gnomADexomeNonNeuropMegaCC	gnomADexomeNonNeuroEuro	gnomADexomeNonNeuroEuroRate	gnomADexomeNonNeuroEuropCC	gnomADexomeNonNeuroEuropTDTCC	gnomADexomeNonNeuroEuropTDTCCdnWEST	gnomADexomeNonNeuroEuropMegaCC	gnomADgenome	gnomADgenomeRate	gnomADgenomepCC	gnomADgenomepTDTCC	gnomADgenomepTDTCCdnWEST	gnomADgenomepMegaCC	gnomADgenomeNonNeuro	gnomADgenomeNonNeuroRate	gnomADgenomeNonNeuropCC	gnomADgenomeNonNeuropTDTCC	gnomADgenomeNonNeuropTDTCCdnWEST	gnomADgenomeNonNeuropMegaCC	gnomADgenomeNonNeuroEuro	gnomADgenomeNonNeuroEuroRate	gnomADgenomeNonNeuroEuropCC	gnomADgenomeNonNeuroEuropTDTCC	gnomADgenomeNonNeuroEuropTDTCCdnWEST	gnomADgenomeNonNeuroEuropMegaCC	TopMed	TopMedRate	TopMedpCC	TopMedpTDTCC	TopMedpTDTCCdnWEST	TopMedpMegaCC
x	x	Denovo	ENSG00000141431	ASXL3	80816	18q12.1	0.999977048473461	0	0.684577144030531	0.906593406593407	x	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Face,Brain/Cognition	9	6	0	0	0	9.00E-10	1.00	9.00E-10	AllLoFpExt0.9	5	5	1	0	3	1.63299316185545	0.11	4	0.23	4	0.25	3	0.27	1	0.07	1	0.09	0.2245948	16	5	0.45	14	4	0.44	14	0.11	0.15	0.08	4.89E-09	6.05E-04	12	0.12	0.16	0.09	5.44E-09	1.10E-03	6	0.13	0.27	0.13	8.64E-09	.	10	0.13	0.21	0.11	6.77E-09	3.09E-03	6	0.09	0.10	0.06	3.53E-09	5.76E-04	4	0.13	0.26	0.13	8.18E-09	.	14	0.11	0.12	0.07	3.94E-09	2.63E-04
x	x	Denovo	ENSG00000141431	ASXL3	80816	18q12.1	0.999977048473461	0	0.684577144030531	0.906593406593407	x	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Face,Brain/Cognition	9	6	0	0	0	9.00E-10	1.00	9.00E-10	RareLoFpExt0.9	5	5	1	0	3	1.63299316185545	0.11	4	0.23	4	0.25	3	0.27	1	0.07	1	0.09	0.2245948	16	5	0.45	14	4	0.44	14	0.11	0.15	0.08	4.89E-09	6.05E-04	12	0.12	0.16	0.09	5.44E-09	1.10E-03	6	0.13	0.27	0.13	8.64E-09	.	10	0.13	0.21	0.11	6.77E-09	3.09E-03	6	0.09	0.10	0.06	3.53E-09	5.76E-04	4	0.13	0.26	0.13	8.18E-09	.	14	0.11	0.12	0.07	3.94E-09	2.63E-04
x	x	Denovo	ENSG00000141431	ASXL3	80816	18q12.1	0.999977048473461	0	0.684577144030531	0.906593406593407	x	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Face,Brain/Cognition	9	6	0	0	0	9.00E-10	1.00	9.00E-10	URLoFpExt0.9	5	5	1	0	3	1.63299316185545	0.11	4	0.23	4	0.25	3	0.27	1	0.07	1	0.09	0.2245948	16	5	0.45	14	4	0.44	14	0.11	0.15	0.08	4.89E-09	6.05E-04	12	0.12	0.16	0.09	5.44E-09	1.10E-03	6	0.13	0.27	0.13	8.64E-09	.	10	0.13	0.21	0.11	6.77E-09	3.09E-03	6	0.09	0.10	0.06	3.53E-09	5.76E-04	4	0.13	0.26	0.13	8.18E-09	.	14	0.11	0.12	0.07	3.94E-09	2.63E-04
x	x	TDT	ENSG00000198216	CACNA1E	777	1q25.3	0.999999999999934	0	0.76084371990085	0.656	.	.	Rare Single Gene Mutation	2	probable|confirmed	monoallelic	gain of function|activating	Brain/Cognition	4	4	5	0	0	3.48E-04	0.08	3.48E-04	AllLoFpExt0.9	6	6	2	3	5	1.41421356237309	0.14	5	0.28	5	0.32	4	0.36	0	0.00	0	0.00	0.04107503	15	6	0.42	12	3	0.37	10	0.08	0.02	0.02	1.27E-04	6.10E-04	7	0.07	0.02	0.02	9.42E-05	3.98E-04	3	0.07	0.04	0.03	1.84E-04	.	6	0.08	0.03	0.02	1.36E-04	1.11E-03	3	0.04	7.76E-03	8.50E-03	4.73E-05	1.72E-04	1	0.03	0.02	0.02	9.06E-05	.	6	0.05	3.38E-03	4.09E-03	2.28E-05	1.42E-05
x	x	TDT	ENSG00000198216	CACNA1E	777	1q25.3	0.999999999999934	0	0.76084371990085	0.656	.	.	Rare Single Gene Mutation	2	probable|confirmed	monoallelic	gain of function|activating	Brain/Cognition	4	4	5	0	0	3.48E-04	0.08	3.48E-04	RareLoFpExt0.9	6	6	2	3	5	1.41421356237309	0.14	5	0.28	5	0.32	4	0.36	0	0.00	0	0.00	0.04107503	15	6	0.42	12	3	0.37	10	0.08	0.02	0.02	1.27E-04	6.10E-04	7	0.07	0.02	0.02	9.42E-05	3.98E-04	3	0.07	0.04	0.03	1.84E-04	.	6	0.08	0.03	0.02	1.36E-04	1.11E-03	3	0.04	7.76E-03	8.50E-03	4.73E-05	1.72E-04	1	0.03	0.02	0.02	9.06E-05	.	6	0.05	3.38E-03	4.09E-03	2.28E-05	1.42E-05
x	x	TDT	ENSG00000198216	CACNA1E	777	1q25.3	0.999999999999934	0	0.76084371990085	0.656	.	.	Rare Single Gene Mutation	2	probable|confirmed	monoallelic	gain of function|activating	Brain/Cognition	4	4	5	0	0	3.48E-04	0.08	3.48E-04	URLoFpExt0.9	6	6	2	3	5	1.41421356237309	0.14	5	0.28	5	0.32	4	0.36	0	0.00	0	0.00	0.04107503	14	6	0.39	11	3	0.34	10	0.08	0.02	0.02	1.27E-04	1.60E-03	7	0.07	0.02	0.02	9.42E-05	1.04E-03	3	0.07	0.04	0.03	1.84E-04	.	6	0.08	0.03	0.02	1.36E-04	2.57E-03	3	0.04	7.76E-03	8.50E-03	4.73E-05	4.38E-04	1	0.03	0.02	0.02	9.06E-05	.	6	0.05	3.38E-03	4.09E-03	2.28E-05	4.97E-05
x	x	TDT	ENSG00000133026	MYH10	4628	17p13.1	0.999997549727666	0	0.317871976688158	0.94	.	.	Rare Single Gene Mutation	2	possible	monoallelic	loss of function	Skeleton,Respiratory tract,Brain/Cognition	2	2	2	1	0	0.10	0.45	0.10	AllLoFpExt0.9	5	6	2	1	0	1.41421356237309	0.14	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	9	6	0.25	7	4	0.22	20	0.16	0.92	0.39	0.19	0.31	11	0.11	0.82	0.36	0.18	0.11	9	0.20	0.89	0.38	0.19	.	11	0.14	0.89	0.38	0.19	0.25	10	0.15	0.90	0.39	0.19	0.28	6	0.19	0.87	0.38	0.18	.	17	0.13	0.86	0.38	0.18	0.16
x	x	TDT	ENSG00000133026	MYH10	4628	17p13.1	0.999997549727666	0	0.317871976688158	0.94	.	.	Rare Single Gene Mutation	2	possible	monoallelic	loss of function	Skeleton,Respiratory tract,Brain/Cognition	2	2	2	1	0	0.10	0.45	0.10	RareLoFpExt0.9	5	6	2	1	0	1.41421356237309	0.14	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	9	6	0.25	7	4	0.22	20	0.16	0.92	0.39	0.19	0.31	11	0.11	0.82	0.36	0.18	0.11	9	0.20	0.89	0.38	0.19	.	11	0.14	0.89	0.38	0.19	0.25	10	0.15	0.90	0.39	0.19	0.28	6	0.19	0.87	0.38	0.18	.	17	0.13	0.86	0.38	0.18	0.16
x	x	TDT	ENSG00000133026	MYH10	4628	17p13.1	0.999997549727666	0	0.317871976688158	0.94	.	.	Rare Single Gene Mutation	2	possible	monoallelic	loss of function	Skeleton,Respiratory tract,Brain/Cognition	2	2	2	1	0	0.10	0.45	0.10	URLoFpExt0.9	5	6	2	1	0	1.41421356237309	0.14	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	9	6	0.25	7	4	0.22	20	0.16	0.92	0.39	0.19	0.31	11	0.11	0.82	0.36	0.18	0.11	9	0.20	0.89	0.38	0.19	.	11	0.14	0.89	0.38	0.19	0.25	10	0.15	0.90	0.39	0.19	0.28	6	0.19	0.87	0.38	0.18	.	17	0.13	0.86	0.38	0.18	0.16
x	x	Denovo	ENSG00000251322	SHANK3	85358	22q13.33	0.999839619981909	0	0.39588707133294	0.896	x	x	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	1	probable	monoallelic	loss of function	Brain/Cognition	29	19	4	0	0	1.00E-14	1.53E-06	1.00E-14	AllLoFpExt0.9	2	2	0	0	0	1.41421356237309	0.25	15	0.85	15	0.95	11	1.00	0	0.00	0	0.00	6.930004e-05	35	2	0.98	35	2	1.09	2	0.02	2.00E-10	1.24E-09	0.00E+00	4.06E-17	0	0.00	2.12E-11	1.43E-10	0.00E+00	1.15E-17	0	0.00	8.62E-07	3.53E-06	0.00E+00	.	6	0.08	7.73E-08	3.63E-07	0.00E+00	2.68E-13	3	0.04	8.26E-09	4.33E-08	0.00E+00	2.35E-14	1	0.03	3.30E-06	1.24E-05	0.00E+00	.	0	0.00	2.83E-15	2.54E-14	0.00E+00	1.58E-25
x	x	Denovo	ENSG00000251322	SHANK3	85358	22q13.33	0.999839619981909	0	0.39588707133294	0.896	x	x	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	1	probable	monoallelic	loss of function	Brain/Cognition	29	19	4	0	0	1.00E-14	1.53E-06	1.00E-14	RareLoFpExt0.9	2	2	0	0	0	1.41421356237309	0.25	15	0.85	15	0.95	11	1.00	0	0.00	0	0.00	6.930004e-05	29	2	0.81	29	2	0.91	2	0.02	2.00E-10	1.24E-09	0.00E+00	5.01E-14	0	0.00	2.12E-11	1.43E-10	0.00E+00	9.23E-15	0	0.00	8.62E-07	3.53E-06	0.00E+00	.	6	0.08	7.73E-08	3.63E-07	0.00E+00	1.36E-10	3	0.04	8.26E-09	4.33E-08	0.00E+00	1.17E-11	1	0.03	3.30E-06	1.24E-05	0.00E+00	.	0	0.00	2.83E-15	2.54E-14	0.00E+00	2.82E-21
x	x	Denovo	ENSG00000251322	SHANK3	85358	22q13.33	0.999839619981909	0	0.39588707133294	0.896	x	x	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	1	probable	monoallelic	loss of function	Brain/Cognition	29	19	4	0	0	1.00E-14	1.53E-06	1.00E-14	URLoFpExt0.9	2	2	0	0	0	1.41421356237309	0.25	13	0.74	13	0.82	10	0.91	0	0.00	0	0.00	0.0002484863	27	2	0.76	27	2	0.84	2	0.02	5.61E-09	3.00E-08	0.00E+00	5.29E-13	0	0.00	5.62E-10	3.33E-09	0.00E+00	8.58E-14	0	0.00	3.07E-06	1.16E-05	0.00E+00	.	6	0.08	1.29E-06	5.14E-06	0.00E+00	1.04E-09	3	0.04	1.54E-07	6.96E-07	0.00E+00	9.07E-11	1	0.03	1.17E-05	4.01E-05	0.00E+00	.	0	0.00	2.47E-13	1.94E-12	0.00E+00	7.37E-20
x	x	Denovo	ENSG00000049618	ARID1B	57492	6q25.3	0.999949930200412	0	0.828649223705414	0.984293193717278	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Skin,Skeleton,Brain/Cognition	13	7	5	0	0	1.00E-14	4.92E-06	1.00E-14	AllLoFpExt0.9	2	2	0	0	2	1.41421356237309	0.25	5	0.28	5	0.32	3	0.27	0	0.00	0	0.00	0.04107503	15	3	0.42	15	3	0.47	1	0.01	2.25E-04	6.07E-04	5.55E-16	5.42E-09	1	0.01	4.95E-04	1.24E-03	1.11E-15	4.30E-08	1	0.02	0.04	0.06	7.35E-14	.	8	0.11	0.06	0.08	1.04E-13	4.74E-04	5	0.07	0.03	0.04	5.02E-14	1.17E-04	4	0.13	0.26	0.24	4.23E-13	.	14	0.11	0.05	0.06	8.26E-14	1.15E-04
x	x	Denovo	ENSG00000049618	ARID1B	57492	6q25.3	0.999949930200412	0	0.828649223705414	0.984293193717278	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Skin,Skeleton,Brain/Cognition	13	7	5	0	0	1.00E-14	4.92E-06	1.00E-14	RareLoFpExt0.9	2	2	0	0	2	1.41421356237309	0.25	5	0.28	5	0.32	3	0.27	0	0.00	0	0.00	0.04107503	15	3	0.42	15	3	0.47	1	0.01	2.25E-04	6.07E-04	5.55E-16	5.42E-09	1	0.01	4.95E-04	1.24E-03	1.11E-15	4.30E-08	1	0.02	0.04	0.06	7.35E-14	.	8	0.11	0.06	0.08	1.04E-13	4.74E-04	5	0.07	0.03	0.04	5.02E-14	1.17E-04	4	0.13	0.26	0.24	4.23E-13	.	14	0.11	0.05	0.06	8.26E-14	1.15E-04
x	x	Denovo	ENSG00000049618	ARID1B	57492	6q25.3	0.999949930200412	0	0.828649223705414	0.984293193717278	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Skin,Skeleton,Brain/Cognition	13	7	5	0	0	1.00E-14	4.92E-06	1.00E-14	URLoFpExt0.9	2	2	0	0	2	1.41421356237309	0.25	5	0.28	5	0.32	3	0.27	0	0.00	0	0.00	0.04107503	15	3	0.42	15	3	0.47	1	0.01	2.25E-04	6.07E-04	5.55E-16	5.42E-09	1	0.01	4.95E-04	1.24E-03	1.11E-15	4.30E-08	1	0.02	0.04	0.06	7.35E-14	.	8	0.11	0.06	0.08	1.04E-13	4.74E-04	5	0.07	0.03	0.04	5.02E-14	1.17E-04	4	0.13	0.26	0.24	4.23E-13	.	14	0.11	0.05	0.06	8.26E-14	1.15E-04
x	x	Denovo,TDT	ENSG00000204406	MBD5	55777	2q23.1	0.999852333253027	0	0.199910743499008	0.828	.	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Brain/Cognition	4	3	0	0	0	5.34E-05	0.65	5.34E-05	AllLoFpExt0.9	2	2	0	1	0	1.41421356237309	0.25	6	0.34	5	0.32	3	0.27	0	0.00	0	0.00	0.04107503	11	2	0.31	10	2	0.31	3	0.02	8.90E-04	2.09E-03	2.21E-06	2.65E-05	0	0.00	4.93E-05	1.52E-04	1.62E-07	7.55E-07	0	0.00	8.67E-03	0.02	1.67E-05	.	0	0.00	1.47E-04	4.12E-04	4.36E-07	4.98E-06	0	0.00	2.42E-04	6.48E-04	6.84E-07	1.16E-05	0	0.00	0.02	0.03	2.98E-05	.	1	0.01	7.30E-05	2.17E-04	2.31E-07	6.68E-07
x	x	Denovo,TDT	ENSG00000204406	MBD5	55777	2q23.1	0.999852333253027	0	0.199910743499008	0.828	.	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Brain/Cognition	4	3	0	0	0	5.34E-05	0.65	5.34E-05	RareLoFpExt0.9	2	2	0	1	0	1.41421356237309	0.25	6	0.34	5	0.32	3	0.27	0	0.00	0	0.00	0.04107503	11	2	0.31	10	2	0.31	3	0.02	8.90E-04	2.09E-03	2.21E-06	2.65E-05	0	0.00	4.93E-05	1.52E-04	1.62E-07	7.55E-07	0	0.00	8.67E-03	0.02	1.67E-05	.	0	0.00	1.47E-04	4.12E-04	4.36E-07	4.98E-06	0	0.00	2.42E-04	6.48E-04	6.84E-07	1.16E-05	0	0.00	0.02	0.03	2.98E-05	.	1	0.01	7.30E-05	2.17E-04	2.31E-07	6.68E-07
x	x	Denovo,TDT	ENSG00000204406	MBD5	55777	2q23.1	0.999852333253027	0	0.199910743499008	0.828	.	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Brain/Cognition	4	3	0	0	0	5.34E-05	0.65	5.34E-05	URLoFpExt0.9	2	2	0	1	0	1.41421356237309	0.25	6	0.34	5	0.32	3	0.27	0	0.00	0	0.00	0.04107503	11	2	0.31	10	2	0.31	3	0.02	8.90E-04	2.09E-03	2.21E-06	2.65E-05	0	0.00	4.93E-05	1.52E-04	1.62E-07	7.55E-07	0	0.00	8.67E-03	0.02	1.67E-05	.	0	0.00	1.47E-04	4.12E-04	4.36E-07	4.98E-06	0	0.00	2.42E-04	6.48E-04	6.84E-07	1.16E-05	0	0.00	0.02	0.03	2.98E-05	.	1	0.01	7.30E-05	2.17E-04	2.31E-07	6.68E-07
x	x	TDT	ENSG00000188994	ZNF292	23036	6q14.3	0.999976984136083	0	0.692673677019183	0.764	.	.	Rare Single Gene Mutation	1	probable	monoallelic	loss of function		3	2	1	0	0	8.78E-03	0.65	8.78E-03	AllLoFpExt0.9	2	2	0	0	1	1.41421356237309	0.25	10	0.57	10	0.63	6	0.54	0	0.00	0	0.00	0.001687158	14	2	0.39	14	2	0.44	30	0.24	0.02	0.03	2.41E-03	0.08	27	0.26	0.03	0.04	3.67E-03	0.12	13	0.29	0.19	0.20	0.02	.	25	0.33	0.06	0.08	6.97E-03	0.24	20	0.30	0.04	0.06	5.14E-03	0.17	8	0.25	0.12	0.14	0.01	.	18	0.14	3.91E-04	1.00E-03	9.65E-05	1.43E-03
x	x	TDT	ENSG00000188994	ZNF292	23036	6q14.3	0.999976984136083	0	0.692673677019183	0.764	.	.	Rare Single Gene Mutation	1	probable	monoallelic	loss of function		3	2	1	0	0	8.78E-03	0.65	8.78E-03	RareLoFpExt0.9	2	2	0	0	1	1.41421356237309	0.25	10	0.57	10	0.63	6	0.54	0	0.00	0	0.00	0.001687158	14	2	0.39	14	2	0.44	30	0.24	0.02	0.03	2.41E-03	0.08	27	0.26	0.03	0.04	3.67E-03	0.12	13	0.29	0.19	0.20	0.02	.	25	0.33	0.06	0.08	6.97E-03	0.24	20	0.30	0.04	0.06	5.14E-03	0.17	8	0.25	0.12	0.14	0.01	.	18	0.14	3.91E-04	1.00E-03	9.65E-05	1.43E-03
x	x	TDT	ENSG00000188994	ZNF292	23036	6q14.3	0.999976984136083	0	0.692673677019183	0.764	.	.	Rare Single Gene Mutation	1	probable	monoallelic	loss of function		3	2	1	0	0	8.78E-03	0.65	8.78E-03	URLoFpExt0.9	2	2	0	0	1	1.41421356237309	0.25	10	0.57	10	0.63	6	0.54	0	0.00	0	0.00	0.001687158	14	2	0.39	14	2	0.44	30	0.24	0.02	0.03	2.41E-03	0.08	27	0.26	0.03	0.04	3.67E-03	0.12	13	0.29	0.19	0.20	0.02	.	25	0.33	0.06	0.08	6.97E-03	0.24	20	0.30	0.04	0.06	5.14E-03	0.17	8	0.25	0.12	0.14	0.01	.	18	0.14	3.91E-04	1.00E-03	9.65E-05	1.43E-03
x	x	TDT	ENSG00000081479	LRP2	4036	2q31.1	0.99999999999851	0	0.234393203267074	0.292	.	.	Rare Single Gene Mutation, Syndromic, Genetic Association	3	possible|confirmed	monoallelic|biallelic	loss of function	Brain/Cognition|Kidney Renal Tract,Brain/Cognition,Eye,Ear	3	2	7	0	1	0.02	0.14	0.02	AllLoFpExt0.5	22	17	10	5	4	1.34715062810913	0.12	15	0.85	14	0.89	8	0.73	7	0.50	6	0.56	0.1459215	34	17	0.95	30	14	0.94	88	0.70	0.25	0.13	0.02	0.10	70	0.67	0.21	0.12	0.02	0.08	35	0.78	0.63	0.27	0.04	.	36	0.47	0.04	0.03	4.95E-03	4.59E-03	29	0.43	0.02	0.02	3.36E-03	2.23E-03	22	0.69	0.52	0.23	0.04	.	68	0.51	0.05	0.04	6.10E-03	5.40E-03
x	x	TDT	ENSG00000081479	LRP2	4036	2q31.1	0.99999999999851	0	0.234393203267074	0.292	.	.	Rare Single Gene Mutation, Syndromic, Genetic Association	3	possible|confirmed	monoallelic|biallelic	loss of function	Brain/Cognition|Kidney Renal Tract,Brain/Cognition,Eye,Ear	3	2	7	0	1	0.02	0.14	0.02	RareLoFpExt0.5	22	17	10	5	4	1.34715062810913	0.12	15	0.85	14	0.89	8	0.73	7	0.50	6	0.56	0.1459215	34	17	0.95	30	14	0.94	88	0.70	0.25	0.13	0.02	0.10	70	0.67	0.21	0.12	0.02	0.08	35	0.78	0.63	0.27	0.04	.	36	0.47	0.04	0.03	4.95E-03	4.59E-03	29	0.43	0.02	0.02	3.36E-03	2.23E-03	22	0.69	0.52	0.23	0.04	.	68	0.51	0.05	0.04	6.10E-03	5.40E-03
x	x	TDT	ENSG00000081479	LRP2	4036	2q31.1	0.99999999999851	0	0.234393203267074	0.292	.	.	Rare Single Gene Mutation, Syndromic, Genetic Association	3	possible|confirmed	monoallelic|biallelic	loss of function	Brain/Cognition|Kidney Renal Tract,Brain/Cognition,Eye,Ear	3	2	7	0	1	0.02	0.14	0.02	URLoFpExt0.5	22	17	10	5	4	1.34715062810913	0.12	15	0.85	14	0.89	8	0.73	7	0.50	6	0.56	0.1459215	34	17	0.95	30	14	0.94	88	0.70	0.25	0.13	0.02	0.10	70	0.67	0.21	0.12	0.02	0.08	35	0.78	0.63	0.27	0.04	.	36	0.47	0.04	0.03	4.95E-03	4.59E-03	29	0.43	0.02	0.02	3.36E-03	2.23E-03	22	0.69	0.52	0.23	0.04	.	68	0.51	0.05	0.04	6.10E-03	5.40E-03
x	x	Denovo	ENSG00000151623	NR3C2	4306	4q31.23	0.925088552607185	1	0.0646428216928139	0.928	.	.	Rare Single Gene Mutation, Syndromic	2S	.	.	.	.	4	4	1	0	0	5.10E-05	0.17	5.10E-05	AllLoFpExt0.9	5	4	1	2	0	1.34164078649987	0.19	4	0.23	3	0.19	2	0.18	1	0.07	1	0.09	0.355787	12	4	0.34	11	4	0.34	12	0.10	0.23	0.18	2.23E-04	2.99E-03	6	0.06	0.11	0.10	1.13E-04	3.78E-04	3	0.07	0.26	0.20	2.45E-04	.	3	0.04	0.07	0.07	7.71E-05	2.25E-04	2	0.03	0.05	0.05	5.99E-05	1.56E-04	1	0.03	0.16	0.14	1.65E-04	.	4	0.03	0.03	0.04	3.82E-05	9.59E-06
x	x	Denovo	ENSG00000151623	NR3C2	4306	4q31.23	0.925088552607185	1	0.0646428216928139	0.928	.	.	Rare Single Gene Mutation, Syndromic	2S	.	.	.	.	4	4	1	0	0	5.10E-05	0.17	5.10E-05	RareLoFpExt0.9	5	4	1	2	0	1.34164078649987	0.19	4	0.23	3	0.19	2	0.18	1	0.07	1	0.09	0.355787	12	4	0.34	11	4	0.34	12	0.10	0.23	0.18	2.23E-04	2.99E-03	6	0.06	0.11	0.10	1.13E-04	3.78E-04	3	0.07	0.26	0.20	2.45E-04	.	3	0.04	0.07	0.07	7.71E-05	2.25E-04	2	0.03	0.05	0.05	5.99E-05	1.56E-04	1	0.03	0.16	0.14	1.65E-04	.	4	0.03	0.03	0.04	3.82E-05	9.59E-06
x	x	Denovo	ENSG00000151623	NR3C2	4306	4q31.23	0.925088552607185	1	0.0646428216928139	0.928	.	.	Rare Single Gene Mutation, Syndromic	2S	.	.	.	.	4	4	1	0	0	5.10E-05	0.17	5.10E-05	URLoFpExt0.9	5	4	1	2	0	1.34164078649987	0.19	4	0.23	3	0.19	2	0.18	1	0.07	1	0.09	0.355787	12	4	0.34	11	4	0.34	12	0.10	0.23	0.18	2.23E-04	2.99E-03	6	0.06	0.11	0.10	1.13E-04	3.78E-04	3	0.07	0.26	0.20	2.45E-04	.	3	0.04	0.07	0.07	7.71E-05	2.25E-04	2	0.03	0.05	0.05	5.99E-05	1.56E-04	1	0.03	0.16	0.14	1.65E-04	.	4	0.03	0.03	0.04	3.82E-05	9.59E-06
x	x	TDT	ENSG00000171735	CAMTA1	23261	1p36.23-p36.31	0.999999955418418	0	0.563268234982607	0.596	.	.	.	.	probable	monoallelic	loss of function	Brain/Cognition	1	1	0	0	0	0.18	0.63	0.18	AllLoFpExt0.1	4	4	1	2	1	1.34164078649987	0.19	5	0.28	5	0.32	5	0.45	1	0.07	1	0.09	0.1379917	10	5	0.28	9	4	0.28	18	0.14	0.12	0.11	0.09	0.09	9	0.09	0.03	0.04	0.03	0.02	3	0.07	0.01	0.02	0.02	.	1	0.01	7.06E-04	1.33E-03	1.65E-03	1.12E-04	0	0.00	2.26E-04	4.74E-04	6.33E-04	3.24E-05	0	0.00	1.02E-03	1.85E-03	2.23E-03	.	5	0.04	1.99E-03	3.36E-03	3.86E-03	2.66E-04
x	x	TDT	ENSG00000171735	CAMTA1	23261	1p36.23-p36.31	0.999999955418418	0	0.563268234982607	0.596	.	.	.	.	probable	monoallelic	loss of function	Brain/Cognition	1	1	0	0	0	0.18	0.63	0.18	RareLoFpExt0.1	4	4	1	2	1	1.34164078649987	0.19	5	0.28	5	0.32	5	0.45	1	0.07	1	0.09	0.1379917	10	5	0.28	9	4	0.28	18	0.14	0.12	0.11	0.09	0.09	9	0.09	0.03	0.04	0.03	0.02	3	0.07	0.01	0.02	0.02	.	1	0.01	7.06E-04	1.33E-03	1.65E-03	1.12E-04	0	0.00	2.26E-04	4.74E-04	6.33E-04	3.24E-05	0	0.00	1.02E-03	1.85E-03	2.23E-03	.	5	0.04	1.99E-03	3.36E-03	3.86E-03	2.66E-04
x	x	TDT	ENSG00000171735	CAMTA1	23261	1p36.23-p36.31	0.999999955418418	0	0.563268234982607	0.596	.	.	.	.	probable	monoallelic	loss of function	Brain/Cognition	1	1	0	0	0	0.18	0.63	0.18	URLoFpExt0.1	4	4	1	2	1	1.34164078649987	0.19	5	0.28	5	0.32	5	0.45	1	0.07	1	0.09	0.1379917	10	5	0.28	9	4	0.28	7	0.06	8.07E-03	0.01	0.01	2.06E-03	4	0.04	3.67E-03	5.76E-03	6.31E-03	7.70E-04	1	0.02	1.74E-03	2.99E-03	3.46E-03	.	1	0.01	7.06E-04	1.33E-03	1.65E-03	1.12E-04	0	0.00	2.26E-04	4.74E-04	6.33E-04	3.24E-05	0	0.00	1.02E-03	1.85E-03	2.23E-03	.	5	0.04	1.99E-03	3.36E-03	3.86E-03	2.66E-04
x	x	Denovo,TDT	ENSG00000168137	SETD5	55209	3p25.3	0.999999563778174	0	0.755827754412989	0.808988764044944	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition	5	2	3	0	3	4.93E-07	0.02	4.93E-07	AllLoFpExt0.9	4	3	1	0	4	1	0.31	3	0.17	3	0.19	1	0.09	1	0.07	0	0.00	0.355787	8	3	0.22	7	3	0.22	4	0.03	0.04	0.07	1.20E-06	2.86E-03	3	0.03	0.04	0.06	1.17E-06	3.17E-03	1	0.02	0.37	0.36	8.90E-06	.	3	0.04	0.07	0.10	1.92E-06	9.56E-03	1	0.01	0.02	0.04	7.44E-07	2.01E-03	1	0.03	0.45	0.41	1.05E-05	.	44	0.33	0.89	0.63	1.92E-05	0.89
